ID	Species	ncRNA	ncRNA type	Environmental factor (EF)	Phenotype	Sample	Condition of EF	Evidence	PubMed ID
369	Human	hsa_circ_13360	circRNA	platelet derived growth factor-BB (PDGF-BB)	atherosclerosis (AS)	primary human aortic smooth muscle cells (HASMCs)	platelet-derived growth factor (PDGF)-BB treatment	upregulated	32547599
370	Human	hsa_circ_14411	circRNA	platelet derived growth factor-BB (PDGF-BB)	atherosclerosis (AS)	primary human aortic smooth muscle cells (HASMCs)	platelet-derived growth factor (PDGF)-BB treatment	upregulated	32547599
371	Human	hsa_circ_16804	circRNA	"5-Aza-2'-deoxycytidine (5-Aza-dC, decitabine)"	cell differentiation	5-aza induced the differentiation of human umbilical cord-derived mesenchymal stem cells (hUCMSCs) into cardiomyocyte-like cells	"5-Aza-2'-deoxycytidine (5-Aza-dC, decitabine) treatment"	downregulated	30756390
372	Human	hsa_circ_1698	circRNA	platelet derived growth factor-BB (PDGF-BB)	atherosclerosis (AS)	primary human aortic smooth muscle cells (HASMCs)	platelet-derived growth factor (PDGF)-BB treatment	upregulated	32547599
373	Human	hsa_circ_1848	circRNA	platelet derived growth factor-BB (PDGF-BB)	atherosclerosis (AS)	primary human aortic smooth muscle cells (HASMCs)	platelet-derived growth factor (PDGF)-BB treatment	downregulated	32547599
374	Human	hsa_circ_2858	circRNA	escherichia coli (E.coli)	meningitis	human brain microvascular endothelial cells (hBMECs)	escherichia coli (E. coli) infection	circ_2858 was upregulated in human brain microvascular endothelial cells (hBMECs) upon meningitic E. coli infection.	33230468
375	Human	hsa_circ_3041	circRNA	platelet derived growth factor-BB (PDGF-BB)	atherosclerosis (AS)	primary human aortic smooth muscle cells (HASMCs)	platelet-derived growth factor (PDGF)-BB treatment	downregulated	32547599
376	Human	hsa_circ_3046	circRNA	herpes simplex virus 1 (HSV-1)	herpes simplex virus 1 (HSV-1) infection	KMB17 cells	herpes simplex virus 1 (HSV-1) treatment	upregulated	29972822
377	Human	hsa_circ_3140	circRNA	mechanical force (MF)	osteogenesis	human periodontal ligament stem cells (PDLSCs)	mechanical force (MF)?induce	"circRNA3140 was highly and widely associated with microRNA-21, which plays a critical role in MF-induced osteogenic differentiation of PDLSCs."	30422310
378	Human	hsa_circ_33287	circRNA	bone morphogenetic protein 2 (BMP2)	cell differentiation	maxillary sinus membrane stem cells (MSMSCs)	bone morphogenetic protein 2 (BMP2) treatment	Hsa_circRNA_33287 promotes the osteogenic differentiation of maxillary sinus membrane stem cells via miR-214-3p/Runx3.	30551425
379	Human	hsa_circ_3875	circRNA	platelet derived growth factor-BB (PDGF-BB)	atherosclerosis (AS)	primary human aortic smooth muscle cells (HASMCs)	platelet-derived growth factor (PDGF)-BB treatment	downregulated	32547599
380	Human	hsa_circ_402801	circRNA	curcumin (Cur)	nasopharyngeal carcinoma (NPC)	CNE-2 cells	curcumin treatment	"circ_402801 was upregulated in CNE-2 cells after treatment by radiation, while curcumin treatment downregulated the expression."	32127962
381	Human	hsa_circ_403658	circRNA	hypoxia	bladder cancer	hypoxia-induced 5637;T24 cells	hypoxia-induce	"hsa-circ_403658 was an important circRNA that upregulated in bladder cancer cells under hypoxia, and higher hsa-circ_403658 levels were associated with poorer survival outcome."	31814891
382	Human	hsa_circ_406961	circRNA	particulate matter (PM2.5)	airway inflammation	BEAS-2B cells	Fine particulate matter (PM2.5) treatment	"circ_406961 inhibited activation of STAT3/JNK pathways via interacting with ILF2 protein, thereby inhibiting the PM25-induced inflammatory reaction"	32388272
383	Human	hsa_circ_4099	circRNA	H2O2	hepatitis	L02 cells	H2O2 treatment	circRNA-4099 was stimulated by H2O2. Plentiful circRNA-4099 augmented H2O2-resulted damage.	31479678
384	Human	hsa_circ_4099	circRNA	H2O2	hepatitis	L02 cells	H2O2 treatment	upregulated	31479678
385	Human	hsa_circ_4099	circRNA	tumor necrosis factor alpha (TNF-¦Á) 	intervertebral disc degeneration (IDD)	NP cells	tumor necrosis factor alpha (TNF-¦Á) treatment	TNF-¦Á treatment increased circ-4099 expression in NP cells	29651107
386	Human	hsa_circ_4452	circRNA	platelet derived growth factor-BB (PDGF-BB)	atherosclerosis (AS)	primary human aortic smooth muscle cells (HASMCs)	platelet-derived growth factor (PDGF)-BB treatment	upregulated	32547599
387	Human	hsa_circ_51217	circRNA	R-2-hydroxyglutarate (R-2HG)	prostate cancer	"C4-2, PC3, DU145, LNCaP cells"	R-2-hydroxyglutarate (R-2HG) treatment	upregulated	31846689
388	Human	hsa_circ_5780	circRNA	platelet derived growth factor-BB (PDGF-BB)	atherosclerosis (AS)	primary human aortic smooth muscle cells (HASMCs)	platelet-derived growth factor (PDGF)-BB treatment	downregulated	32547599
389	Human	hsa_circ_6783	circRNA	herpes simplex virus 1 (HSV-1)	herpes simplex virus 1 (HSV-1) infection	KMB17 cells	herpes simplex virus 1 (HSV-1) treatment	upregulated	29972822
390	Human	hsa_circ_859267	circRNA	ultraviolet (UV) irradiation	photoaging	human dermal fibroblasts (HDFs)	UVA irradiated treatment	downregulated	28286269
391	Human	hsa_circ_8979	circRNA	platelet derived growth factor-BB (PDGF-BB)	atherosclerosis (AS)	primary human aortic smooth muscle cells (HASMCs)	platelet-derived growth factor (PDGF)-BB treatment	upregulated	32547599
392	Human	hsa_circ_9119	circRNA	polyinosinic-polycytidilic acid (Poly(I:C))	orchitis	testicular cells	poly I:C treatment	upregulated	31195953
393	Human	hsa_circ_9119	circRNA	IL-1¦Â	osteoarthritis (OA)	SW1353 cells	IL-1¦Â treatment	downregulated	32522568
